,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
8212,22,2593,637.0,1249,623,3.75,1,212500
8213,30,3734,813.0,1834,824,3.4505,1,260000
8214,30,3404,693.0,1794,633,4.6312,1,283200
8215,33,2120,349.0,907,336,7.5443,1,283000
8216,31,2750,664.0,1459,660,3.2287,1,264900
8217,33,1940,327.0,877,314,5.4386,1,280400
8218,25,4707,695.0,1995,642,6.6437,1,296100
8219,27,2427,403.0,1301,438,5.0385,1,277300
8220,28,3688,633.0,1877,620,5.7251,1,272600
8221,27,3526,589.0,1725,553,5.7812,1,275000
8222,27,2937,497.0,1454,511,5.4051,1,273500
8223,32,2930,481.0,1336,481,6.4631,1,344100
8224,23,4040,843.0,2181,843,4.0403,1,303400
8225,31,3340,735.0,1891,686,4.8542,1,275000
8226,25,4096,743.0,2027,741,5.3294,1,300300
8227,29,2721,682.0,1602,646,3.337,1,265300
8228,25,3075,564.0,1633,543,5.2528,1,269400
8229,29,2658,484.0,1318,498,5.3561,1,298900
8230,28,5018,1066.0,2846,998,4.0174,1,273900
8231,22,6114,1211.0,2983,1163,5.2533,1,269100
8232,31,3347,589.0,1566,597,5.5151,1,286800
8233,19,2174,454.0,998,426,4.6827,1,255100
8234,30,3298,634.0,1532,602,5.0863,1,332000
8235,37,3109,541.0,1566,544,6.0235,1,413500
8236,26,3032,605.0,1208,562,5.4683,1,430900
8237,34,2906,544.0,1282,522,5.5127,1,268200
8238,34,2231,360.0,1035,365,4.7917,1,243200
8239,24,5046,1001.0,2449,968,4.7118,1,274600
8240,30,2327,419.0,1114,372,4.7279,1,272000
8241,26,6777,1051.0,3319,1061,6.3663,1,279400
8242,26,2561,388.0,1165,393,7.3522,1,363800
8243,26,2574,414.0,1096,428,6.0738,1,335900
8244,22,2614,453.0,1240,462,6.0712,1,271800
8245,27,4866,668.0,1956,659,7.3843,1,405000
8246,36,4423,632.0,1719,608,7.8407,1,476400
8247,22,2781,523.0,1291,516,4.6065,1,445900
8248,35,2553,533.0,1117,498,4.4063,1,436100
8249,33,3585,935.0,1511,835,3.1176,1,396300
8250,32,2892,496.0,1193,492,6.131,1,367800
8251,27,2331,461.0,1178,447,4.6654,1,340700
8252,17,4034,611.0,1158,560,8.2069,1,442500
8253,35,3133,541.0,1449,555,5.7295,1,346100
8254,32,2782,495.0,1092,455,5.4103,1,335900
8255,30,3033,540.0,1440,507,6.2182,1,380800
8256,25,4601,696.0,2003,666,8.0727,1,455500
8257,13,2173,349.0,891,345,8.0158,1,420000
8258,30,2268,404.0,1197,372,7.0813,1,485300
8259,17,2560,396.0,959,400,7.8528,1,368900
8260,20,4475,1048.0,2271,1021,4.8836,1,396200
8261,21,2052,346.0,933,351,5.3167,1,416300
8262,26,2690,401.0,1264,429,7.7643,1,474700
8263,17,3674,824.0,1364,694,6.3131,1,436400
8264,22,4011,963.0,2206,879,4.5721,1,351200
8265,27,2826,451.0,1259,439,5.7528,1,431400
8266,29,2476,434.0,1217,416,6.2045,1,393800
8267,24,3388,633.0,1627,585,5.154,1,355100
8268,25,2366,417.0,1076,398,6.9238,1,345900
8269,25,2131,410.0,1132,395,5.3508,1,409100
8270,25,3807,600.0,1678,600,6.6818,1,411300
8271,25,4044,551.0,1699,533,8.0837,1,380600
8272,23,6846,1078.0,2951,1063,6.3702,1,332000
8273,28,3811,585.0,1795,581,7.8383,1,372700
8274,29,3429,524.0,1518,520,7.218,1,400700
8275,19,2885,859.0,1520,784,3.375,1,275700
8276,30,3007,554.0,1551,616,5.8521,1,326300
8277,22,3583,758.0,1792,695,5.4842,1,335300
8278,34,2629,433.0,1301,431,6.083,1,341400
8279,35,2355,384.0,1248,378,5.9714,1,332500
8280,26,1983,301.0,924,297,6.7123,1,354600
8281,32,2134,328.0,903,322,6.359,1,341900
8282,27,4336,754.0,2009,734,6.3923,1,348300
8283,33,2563,434.0,1230,418,6.3197,1,340100
8284,15,5132,1059.0,2156,982,5.6511,1,404800
8285,34,3450,731.0,1915,689,4.7402,1,244500
8286,32,3108,613.0,1577,603,4.6613,1,284000
8287,33,4211,918.0,2389,861,4.7235,1,242200
8288,25,3823,584.0,1689,571,7.3693,1,373600
8289,23,4221,671.0,1782,641,7.4863,1,412300
8290,30,4033,794.0,1788,807,5.6932,1,338700
8291,26,2785,418.0,1221,422,8.1078,1,365700
8292,22,3219,756.0,1479,667,4.1473,1,354400
8293,26,1992,328.0,980,342,6.2475,1,350000
8294,28,2488,396.0,1190,410,5.7881,1,344700
8295,25,5404,906.0,2338,883,6.0577,1,451800
8296,25,3095,514.0,1251,507,5.5388,1,352100
8297,33,2517,496.0,1158,443,5.0785,1,289500
8298,20,4304,851.0,2059,835,5.1674,1,333000
8299,31,3344,620.0,1604,572,5.2108,1,351500
8300,31,3080,526.0,1493,582,6.3052,1,344200
8301,34,2494,375.0,1399,382,7.3753,1,388100
8302,34,2515,401.0,1079,399,7.7865,1,423900
8303,20,3435,593.0,1293,553,6.7578,1,451400
8304,28,3250,485.0,1328,473,7.4729,1,431600
8305,28,3081,460.0,1260,461,7.5372,1,432600
8306,23,2590,725.0,1795,680,3.16,1,225000
8307,19,3694,1036.0,2496,986,3.6991,1,271500
8308,34,2400,419.0,1017,384,4.1369,1,316900
8309,27,2621,513.0,1063,523,3.9848,1,409700
8310,35,2693,493.0,1343,455,6.0777,1,327500
8311,32,2510,578.0,1160,581,4.9087,1,322700
8312,23,5135,911.0,2351,863,5.2319,1,430100
8313,28,2490,345.0,948,361,6.4913,1,411900
8314,26,3298,460.0,1241,472,6.8753,1,403000
8315,27,3885,661.0,1537,606,6.6085,1,344700
8316,16,2697,803.0,1369,723,4.4699,1,367400
8317,17,2975,608.0,1465,577,5.8779,1,362200
8318,19,3811,1227.0,1930,1153,3.5154,1,311400
8319,21,2471,677.0,1486,689,3.9038,1,243800
8320,25,2074,387.0,1273,383,4.7609,1,378000
8321,24,1709,437.0,892,408,4.9671,1,335200
8322,25,2796,429.0,1267,426,6.6329,1,349000
8323,21,2483,396.0,1194,424,7.1273,1,346300
8324,16,3716,916.0,1551,759,4.5,1,323600
8325,19,2237,433.0,1158,426,6.7718,1,368300
8326,25,3534,949.0,1880,849,3.4238,1,337000
8327,41,2123,425.0,1032,435,4.6957,1,284800
8328,33,2757,489.0,1201,481,5.0453,1,311600
8329,38,2850,550.0,1518,514,4.2028,1,273600
8330,21,2667,798.0,1433,727,3.8732,1,252400
8331,25,2213,360.0,1066,390,7.2165,1,360900
8332,22,3280,933.0,1842,795,4.4107,1,232700
8333,32,1889,487.0,1321,508,3.2574,1,254400
8334,26,2500,962.0,2374,879,3.5586,1,222200
8335,36,1976,361.0,1348,371,5.6447,1,252600
8336,34,2600,650.0,1994,650,4.0223,1,250200
8337,35,2348,531.0,1475,498,4.35,1,261000
8338,16,3015,829.0,1769,807,4.0068,1,249500
8339,35,2297,497.0,1428,497,4.7431,1,239700
8340,23,3200,907.0,2029,866,3.5649,1,450000
8341,24,2424,501.0,1367,507,4.072,1,364200
8342,20,4293,1272.0,2389,1210,4.2719,0,270800
8343,27,2687,768.0,1362,725,3.4028,1,324200
8344,20,2976,766.0,1227,634,4.8625,0,262500
8345,16,3352,813.0,1440,729,3.7359,0,262500
8346,15,2940,910.0,943,711,4.359,0,192200
8347,19,3565,858.0,1639,744,4.1544,0,277000
8348,25,1750,341.0,999,319,5.806,0,308700
8349,20,1896,456.0,1069,436,4.6875,0,288900
8350,36,1575,379.0,1036,382,5.1408,0,264700
8351,33,6277,1274.0,3025,1211,5.4721,0,343300
8352,23,4874,1251.0,2699,1163,3.8003,0,229800
8353,26,3218,1021.0,2087,964,3.2875,0,182700
8354,27,3410,1156.0,2314,1086,3.4868,0,165600
8355,23,1755,508.0,1374,506,4.3077,0,293500
8356,19,1085,288.0,1009,305,3.9091,0,276000
8357,16,1994,489.0,1173,472,4.1875,0,266400
8358,43,2065,535.0,1029,500,3.7318,0,327700
8359,30,1722,490.0,1057,517,3.725,0,261300
8360,24,3983,1126.0,2645,1072,3.6742,0,275000
8361,30,1695,480.0,932,447,3.5045,0,352500
8362,39,2210,483.0,1023,450,4.5833,0,342400
8363,36,2587,416.0,1055,410,6.1995,0,407200
8364,33,2771,659.0,1496,581,3.4042,0,353600
8365,22,3770,727.0,1657,762,4.8021,0,457500
8366,30,2937,407.0,1097,407,7.9813,0,473500
8367,29,6027,1195.0,2687,1171,5.1335,0,461200
8368,36,4787,900.0,2039,890,5.4063,0,440900
8369,35,2419,426.0,949,433,6.4588,0,437100
8370,36,3982,1045.0,2251,995,3.5364,0,314100
8371,33,2892,617.0,1250,581,5.3727,0,360900
8372,35,3584,535.0,1405,538,7.3023,0,451300
8373,35,3905,565.0,1562,553,7.313,0,463700
8374,32,3058,595.0,1267,540,6.4949,0,417800
8375,35,2712,428.0,1084,425,7.1382,0,443800
8376,35,2445,533.0,1187,519,5.2803,0,362100
8377,36,2607,551.0,1165,523,5.1524,0,373100
8378,40,3454,648.0,1498,647,5.2114,0,438400
8379,32,4398,878.0,1799,792,4.7375,0,431900
8380,36,3212,553.0,1455,574,6.46,0,425500
8381,33,2974,623.0,1435,588,5.485,0,406300
8382,42,2390,462.0,1146,468,6.3111,0,397400
8383,35,2016,349.0,1023,376,5.6413,0,376600
8384,33,3262,668.0,1411,626,5.316,0,398100
8385,38,2835,447.0,1148,446,5.9277,0,446600
8386,47,4234,537.8705525375618,1808,1093,4.2297,0,425000
8387,19,2207,810.0,1304,775,2.1406,0,402500
8388,37,2926,874.0,1363,815,4.5987,0,356000
8389,34,2199,529.0,1193,532,4.2972,0,405900
8390,47,2600,490.0,1149,465,5.0203,0,476300
8391,44,3558,839.0,1779,832,3.9243,0,404800
8392,18,2060,563.0,1144,600,4.0686,0,378600
8393,37,3852,652.0,1534,567,5.8596,1,318700
8394,42,2533,433.0,957,398,5.3468,1,279900
8395,24,4420,996.0,2981,975,3.506,1,226400
8396,24,7521,1364.0,3970,1318,4.4004,1,255800
8397,18,7245,1029.0,2893,1049,6.9508,1,361200
8398,24,4337,670.0,1936,652,5.8904,1,271400
8399,21,6203,798.0,2494,800,7.7201,1,362700
8400,14,5636,697.0,2281,680,8.4262,1,459200
8401,17,2825,365.0,1052,345,8.0595,1,485000
8402,15,5468,676.0,2221,675,8.3792,1,418300
8403,14,2714,361.0,1259,375,7.7738,1,387500
8404,16,3574,466.0,1503,487,8.1988,1,355900
8405,20,7754,976.0,3094,941,8.19,1,361600
8406,14,7174,950.0,2782,899,8.3065,1,394200
8407,19,7357,963.0,3018,981,6.9473,1,361400
8408,16,3298,451.0,1542,423,6.7064,1,305600
8409,18,3561,560.0,1753,553,5.0292,1,269400
8410,17,4393,709.0,2292,692,5.6876,1,246500
8411,15,4713,769.0,2519,778,5.6958,1,253800
8412,16,3992,540.0,2097,555,6.7287,1,299300
8413,16,4274,715.0,2240,704,5.4218,1,233900
8414,25,5939,989.0,3275,954,5.6488,1,234600
8415,22,5507,841.0,2785,848,6.0889,1,245200
8416,18,3574,504.0,1803,536,6.7836,1,274100
8417,24,7991,1286.0,4017,1213,5.4741,1,238800
8418,17,6425,1268.0,3934,1238,5.1228,1,237600
8419,16,6958,1300.0,2965,1217,4.2885,1,262400
8420,17,3057,606.0,2030,602,5.2166,1,230900
8421,20,3244,520.0,1769,469,5.9214,1,224000
8422,17,3912,737.0,2693,746,5.0772,1,221500
8423,16,2030,321.0,1343,365,6.3566,1,279100
8424,22,2996,695.0,2169,607,4.3438,1,209700
8425,18,3631,947.0,2357,757,2.875,1,184400
8426,17,2795,482.0,1904,506,5.0186,1,250800
8427,16,2429,387.0,1293,363,5.5,1,253200
8428,14,2855,380.0,1420,383,6.6712,1,311500
8429,14,3379,683.0,1465,620,4.0547,1,236200
8430,16,1911,327.0,1158,332,5.9359,1,249500
8431,20,3398,771.0,1231,744,2.0288,1,350000
8432,16,2650,600.0,1969,586,3.9461,1,194300
8433,17,2332,637.0,1636,623,3.1932,1,123400
8434,16,2814,485.0,1305,465,5.5121,1,224100
8435,24,2383,343.0,1146,341,5.6223,1,265700
8436,16,1982,280.0,1030,297,6.4339,1,289200
8437,16,2312,303.0,1158,295,7.4323,1,311800
8438,15,3243,551.0,1752,551,5.5849,1,257400
8439,17,2363,473.0,1369,442,4.8355,1,141600
8440,20,3773,624.0,1965,607,5.4939,1,241200
8441,23,2543,388.0,1297,385,5.9164,1,237400
8442,21,3250,610.0,1978,568,4.5,1,234400
8443,20,3671,567.0,1944,589,6.0538,1,241000
8444,24,3344,531.0,1768,541,5.8305,1,245600
8445,25,4021,634.0,2178,650,5.1663,1,241200
8446,25,4096,623.0,2128,618,6.2957,1,251800
8447,23,4487,584.0,2024,580,7.5218,1,291500
8448,25,2349,394.0,1266,383,4.9688,1,233100
8449,19,2635,427.0,1497,410,6.3178,1,248000
8450,24,2413,369.0,1237,381,6.4328,1,257200
8451,17,2319,324.0,1076,338,6.4664,1,278300
8452,17,2123,341.0,1067,339,6.0062,1,262700
8453,18,2127,387.0,1547,402,5.0958,1,217100
8454,16,2240,300.0,1221,305,6.0198,1,289600
8455,17,2281,359.0,1226,394,5.4193,1,259500
8456,18,3179,526.0,1663,507,5.9225,1,265800
8457,18,2581,358.0,1284,377,6.7385,1,272400
8458,18,3167,537.8705525375618,1414,482,6.8773,1,467700
8459,19,3754,588.0,1692,550,6.7644,1,412600
8460,16,5498,729.0,2051,694,7.8601,1,416300
8461,13,4780,798.0,2795,764,6.1684,1,288100
8462,14,5487,1024.0,2823,979,4.175,1,229800
8463,17,1830,398.0,1110,388,2.4821,1,248200
8464,20,4477,924.0,2656,871,3.8788,1,226900
8465,14,4721,999.0,2648,888,3.6895,1,239300
8466,19,3785,611.0,2198,610,5.1514,1,436700
8467,14,6006,914.0,2915,898,5.9356,1,321700
8468,14,5034,797.0,2124,790,4.9028,1,335000
8469,19,3269,483.0,1383,452,5.6205,1,300800
8470,17,6725,1051.0,3439,1027,6.4313,1,393100
8471,21,5322,908.0,3011,895,5.5936,1,386800
8472,24,1511,318.0,1052,292,3.625,1,350000
8473,44,3192,565.0,1439,568,4.3693,2,234000
8474,14,5231,817.0,2634,799,4.9702,2,279800
8475,15,2873,547.0,1582,567,5.1519,2,264700
8476,16,6637,1171.0,3575,1162,4.3227,2,251500
8477,16,3120,685.0,2383,681,3.5551,2,198600
8478,27,2303,471.0,1447,467,3.2019,2,203600
8479,14,6355,1279.0,3704,1224,4.4233,2,228600
8480,17,2889,624.0,2681,608,2.9417,2,178000
8481,44,1448,393.0,1066,357,2.0625,2,170300
8482,20,3976,953.0,3866,950,2.5387,2,160100
8483,27,2361,449.0,1782,397,3.2614,2,305000
8484,19,2372,394.0,1142,365,4.0238,2,374600
8485,29,3119,507.0,1476,487,5.8123,3,281500
8486,41,2548,508.0,1290,488,3.6902,3,233000
8487,30,2156,487.0,1023,458,2.7875,3,245000
8488,21,1484,394.0,984,380,2.1734,3,187500
8489,30,2695,424.0,1098,420,5.3972,3,362300
8490,20,2428,473.0,1145,454,3.6797,3,263800
8491,16,3363,611.0,1603,556,4.2542,3,294100
8492,15,3385,669.0,1571,615,4.2254,3,320900
8493,37,2817,716.0,1341,662,2.1553,3,255400
8494,47,2403,517.0,1144,455,2.5954,3,229400
8495,29,2568,747.0,1743,659,1.9286,3,195300
8496,43,2162,509.0,1208,464,2.5417,3,260900
8497,20,2502,454.0,981,399,4.3,3,275000
8498,27,2820,730.0,1511,745,2.589,3,242400
8499,18,2677,785.0,1391,656,2.5067,3,232600
8500,39,2124,661.0,1365,606,1.6642,3,281300
8501,28,1607,421.0,926,385,2.425,3,216100
8502,32,2182,406.0,1122,370,3.52,3,284200
8503,36,1862,364.0,1080,364,4.4567,3,263800
8504,18,2232,440.0,1091,458,3.8269,3,276000
8505,27,1987,374.0,961,343,3.9667,3,265800
8506,32,1461,422.0,1494,416,2.8056,1,173200
8507,17,2648,589.0,1193,540,2.4461,1,151700
8508,14,3355,695.0,1350,697,2.6506,1,164600
8509,24,4026,881.0,2264,863,3.1327,1,218100
8510,48,1801,353.0,1071,361,3.6,1,194500
8511,46,1362,321.0,1068,305,2.4615,1,177800
8512,36,2096,409.0,1454,394,3.2216,1,238300
8513,23,1276,437.0,1359,376,1.9609,1,155000
8514,42,1368,468.0,2312,484,2.5599,1,151400
8515,20,2587,547.0,1534,540,2.4375,1,190400
8516,24,1943,447.0,1844,461,3.0192,1,184300
8517,33,1406,317.0,1075,301,3.2813,1,190000
8518,20,2687,637.0,2154,610,2.6434,1,169700
8519,19,2512,509.0,1856,537,3.1815,1,189100
8520,21,2794,662.0,2236,565,2.4053,1,178400
8521,18,1063,341.0,1033,313,2.0192,1,171300
8522,34,2152,430.0,1516,386,3.7863,1,192200
8523,29,2377,476.0,1669,499,2.8214,1,190100
8524,18,2420,439.0,1278,416,5.2101,3,334000
8525,18,3337,549.0,1449,519,5.1412,3,315800
8526,32,2637,489.0,1031,410,3.6474,3,231600
8527,33,3581,734.0,1780,663,4.3429,3,214300
8528,35,6422,1380.0,2755,1064,5.0165,3,202300
8529,51,2419,485.0,1078,435,2.7933,3,206900
8530,29,3201,640.0,1722,570,4.4597,3,204100
8531,39,2854,613.0,1338,518,3.9423,3,180300
8532,17,4413,672.0,1674,608,6.9772,1,383300
8533,36,2066,401.0,942,344,5.2417,3,196400
8534,21,5639,894.0,2670,871,6.0809,3,270000
8535,41,2422,502.0,915,366,4.1679,3,201300
8536,31,1634,370.0,939,332,3.8625,3,232300
8537,34,2800,577.0,1353,512,4.1161,3,220900
8538,36,4682,899.0,2143,832,4.5096,3,203700
8539,17,4977,994.0,1987,947,3.8854,3,312300
8540,21,4650,733.0,2014,704,5.6233,3,322000
8541,19,4113,767.0,2006,732,5.1121,3,308100
8542,17,4154,739.0,2149,693,5.5919,3,373400
8543,21,2387,357.0,913,341,7.736,1,397700
8544,19,2023,392.0,955,328,5.2486,3,353000
8545,20,2403,376.0,1149,369,6.0621,3,304400
8546,21,5904,956.0,2616,916,5.9039,3,355300
8547,21,2073,357.0,1044,351,4.5682,3,371600
8548,14,6787,1454.0,3416,1357,3.5943,3,262400
8549,29,2681,632.0,1652,620,3.075,3,215800
8550,16,1592,369.0,1039,351,3.6364,3,207000
8551,25,2113,422.0,1365,439,4.6484,3,234600
8552,19,5613,1321.0,3018,1268,3.1914,3,215600
8553,21,3349,737.0,1952,718,3.7273,3,251900
8554,20,3495,818.0,2186,772,3.1167,3,258300
8555,15,3044,786.0,1306,693,2.1771,3,213200
8556,39,2702,646.0,1136,491,2.8941,3,256700
8557,37,2846,553.0,939,433,4.7468,3,294400
8558,24,3665,870.0,1954,833,2.8036,3,228500
8559,27,4001,999.0,1808,945,2.561,3,234600
8560,31,3209,723.0,1489,692,3.6619,3,245100
8561,16,4907,1117.0,2265,1048,2.6757,3,229200
8562,17,2813,497.0,1337,477,3.7083,3,252400
8563,15,2849,668.0,1546,582,2.7587,3,228600
8564,23,4324,1034.0,1844,875,3.0777,3,263800
8565,24,3010,562.0,1360,504,4.2006,3,290700
8566,21,3520,831.0,1486,753,3.0905,3,264300
8567,34,3745,958.0,1622,802,3.1546,3,261200
8568,19,6356,1100.0,2954,1070,4.7325,3,283500
8569,32,2210,426.0,1082,396,4.1587,3,315200
8570,20,3847,727.0,1725,737,3.3447,3,305200
8571,23,3209,748.0,1423,666,2.7375,3,238000
8572,16,8638,1392.0,3706,1251,5.503,1,351800
8573,23,5675,964.0,2197,880,4.8693,3,322300
8574,21,4117,752.0,2001,763,4.8953,3,289500
8575,19,4920,1092.0,1807,922,3.5112,3,231900
8576,29,3457,699.0,1327,563,3.6597,3,252300
8577,18,4910,817.0,1971,773,5.8325,3,308800
8578,21,3707,751.0,1420,608,4.4485,3,295200
8579,18,6355,1100.0,2304,972,6.0281,3,321100
8580,22,7281,1233.0,1849,832,5.3276,3,335500
8581,29,4921,967.0,2319,823,4.9517,3,307900
8582,18,2774,492.0,1283,353,5.368,3,352000
8583,22,2442,624.0,1301,290,3.1563,3,300000
8584,28,2715,451.0,1154,386,4.8021,1,290400
8585,19,4431,705.0,1764,679,4.3321,1,298600
8586,16,2599,430.0,1417,445,4.6611,1,349300
8587,19,3461,634.0,2790,607,4.7569,1,190800
8588,27,1580,303.0,1066,306,4.7071,1,202700
8589,20,4228,816.0,2389,844,3.525,1,229100
8590,29,2931,535.0,1954,506,3.2917,1,224700
8591,23,2281,408.0,1164,420,3.5347,2,101200
8592,28,2213,390.0,1096,378,3.6923,2,86900
8593,24,5045,972.0,2220,979,2.6792,2,138900
8594,17,1712,307.0,963,329,3.9375,2,148700
8595,14,4773,1133.0,2101,1072,1.7227,2,105000
8596,21,2500,466.0,1428,502,2.6513,2,113300
8597,13,2085,322.0,1077,333,5.2149,2,146500
8598,19,3753,761.0,1952,738,3.0954,2,86500
8599,18,4547,774.0,2269,766,3.7896,2,98100
8600,17,2280,453.0,976,434,2.71,2,97800
8601,15,2524,449.0,1374,467,3.3816,2,93800
8602,16,2247,502.0,1206,463,1.9946,2,119200
8603,23,2801,507.0,1318,454,3.5081,2,116700
8604,18,4026,718.0,1731,705,3.35,2,118400
8605,15,2532,458.0,1183,450,2.5417,2,92200
8606,16,2753,494.0,1414,459,3.8323,2,128300
8607,15,2771,546.0,1423,505,3.6413,2,108500
8608,18,2879,578.0,1399,586,2.4036,2,105400
8609,17,2255,416.0,1171,411,2.875,2,129800
8610,14,2539,466.0,1271,438,3.9762,2,138500
8611,23,2216,378.0,1006,338,4.559,2,116800
8612,18,2102,377.0,1059,384,3.0556,2,95500
8613,16,3552,704.0,1801,658,2.1496,2,97700
8614,16,2734,501.0,1413,484,2.8085,2,105700
8615,27,1540,315.0,883,321,2.8036,2,93400
8616,13,3013,486.0,1361,515,4.5357,2,171200
8617,22,2153,461.0,903,314,2.125,2,123200
8618,20,2701,573.0,892,358,2.7736,2,107800
8619,14,3099,519.0,1447,494,4.0132,2,141200
8620,17,3057,577.0,1497,556,3.5189,2,101000
8621,13,4581,881.0,1799,734,2.2993,2,99500
8622,16,2668,516.0,915,362,2.3393,2,90300
8623,22,2737,512.0,1168,442,2.83,2,88700
8624,19,2200,414.0,950,367,2.5357,2,94200
8625,19,2722,479.0,1108,430,3.1062,2,100000
8626,29,4059,787.0,1700,702,2.4526,2,97100
8627,15,5266,1031.0,2147,885,2.8036,2,110100
8628,15,2740,503.0,1188,445,3.4519,2,128800
8629,31,2766,604.0,1441,552,3.1768,0,131000
8630,35,2122,400.0,1189,408,3.0962,0,124600
8631,36,3018,557.0,1445,556,3.8029,0,129900
8632,43,1939,353.0,968,392,3.1848,0,112700
8633,40,2549,478.0,1275,494,2.9469,0,111600
8634,44,2256,451.0,1057,426,3.1204,0,110800
8635,44,3013,563.0,1353,512,3.4559,0,111900
8636,47,2161,440.0,966,360,2.2734,0,88700
8637,37,4368,779.0,2083,741,3.8667,0,127000
8638,18,6860,1079.0,3205,1058,5.2957,0,171900
8639,37,2811,537.8705525375618,1574,516,3.1053,0,96700
8640,37,4590,857.0,2920,832,3.436,0,94800
8641,26,4397,997.0,2539,965,2.4875,0,90000
8642,13,5451,1194.0,2957,1081,2.6098,0,162500
8643,30,3317,1058.0,1794,990,1.1835,0,133300
8644,46,4143,895.0,2240,847,2.4201,0,92800
8645,42,1743,388.0,889,341,2.3241,0,99200
8646,49,2715,435.0,1006,429,4.2308,0,145800
8647,47,3007,524.0,1152,486,4.0,0,141500
8648,29,5154,1084.0,2459,1019,3.2664,0,142900
8649,37,3223,564.0,1325,539,4.0938,0,126900
8650,39,2967,500.0,1243,523,4.2902,0,152400
8651,49,2365,504.0,1131,458,2.6133,0,103100
8652,28,3102,734.0,1623,639,3.1025,0,103700
8653,45,4423,1001.0,2109,874,2.6937,0,111800
8654,42,5266,1167.0,3124,1025,2.7375,0,120000
8655,26,3699,671.0,2388,699,4.0515,0,121900
8656,16,3921,727.0,2830,680,4.5053,0,123700
8657,28,3072,790.0,1375,705,1.6368,0,91200
8658,24,2917,543.0,1878,531,3.7014,0,123600
8659,14,2804,587.0,1083,573,2.6466,0,168500
8660,34,2434,428.0,926,423,4.6776,0,208300
8661,20,3000,525.0,1207,491,4.6406,0,217500
8662,14,6360,1236.0,2876,1127,4.5321,0,190300
8663,16,3515,626.0,1764,626,4.4397,0,187100
8664,27,3794,772.0,1756,724,3.2891,0,150600
8665,31,3401,616.0,1750,602,4.6761,0,143100
8666,13,7367,1042.0,3193,983,5.3102,0,195000
8667,14,6920,996.0,3196,978,5.0672,2,171300
8668,25,3304,493.0,1464,488,5.2527,2,130600
8669,15,5114,833.0,2418,778,4.4882,2,144000
8670,36,1818,323.0,953,298,3.3153,2,99000
8671,34,1562,289.0,898,307,3.3598,2,107200
8672,34,3082,702.0,1795,703,2.7885,2,105900
8673,21,7195,1416.0,3927,1377,3.0912,2,126300
8674,24,3580,735.0,1959,731,2.7284,2,118500
8675,25,4617,1046.0,2685,1011,2.9576,2,108500
8676,27,3440,787.0,2085,748,2.5896,2,104700
8677,35,1940,384.0,1177,403,3.1389,2,101100
8678,20,2237,464.0,1169,425,3.2115,2,99100
8679,20,3899,763.0,2198,779,3.2061,2,120400
8680,22,2761,757.0,2612,641,1.6875,2,87500
8681,30,2081,456.0,1005,438,1.9954,2,92900
8682,13,3334,541.0,1923,538,4.0905,2,134800
8683,16,4138,758.0,1762,723,3.1979,2,137500
8684,17,1824,348.0,934,305,4.6719,2,250000
8685,17,3053,595.0,1434,557,3.4741,2,245800
8686,19,3011,551.0,1665,535,5.1534,2,232800
8687,26,2056,413.0,933,367,2.7051,2,193800
8688,15,2857,373.0,1325,359,6.0252,2,151700
8689,14,3035,680.0,1597,663,3.6036,2,143500
8690,16,2084,292.0,1099,292,5.8269,2,150200
8691,18,4486,723.0,1600,697,3.8651,2,189700
8692,17,5678,1116.0,3182,1135,3.7388,2,122000
8693,13,3616,672.0,2022,652,4.0536,2,134800
8694,16,2331,450.0,1074,400,4.0329,2,126800
8695,18,3876,916.0,2386,867,2.5938,2,129500
8696,13,3252,610.0,1915,631,4.2137,2,151700
8697,16,2509,366.0,1043,339,6.0704,2,173400
8698,16,3996,550.0,1673,539,5.778,2,175700
8699,16,2495,331.0,1118,338,6.4894,2,198000
8700,21,3027,675.0,2018,642,2.8438,2,111500
8701,24,2434,630.0,1538,574,2.1067,2,101100
8702,35,2728,451.0,1290,452,3.2768,2,117600
8703,34,2735,539.0,1390,491,2.7262,2,118800
8704,26,1974,364.0,1002,362,3.3036,2,210000
8705,18,4518,827.0,2230,715,3.9309,2,178500
8706,24,1951,341.0,1140,338,3.7061,2,128500
8707,15,5115,776.0,2540,794,4.8611,2,146400
8708,32,2139,440.0,1154,411,3.2672,2,107500
8709,24,1307,314.0,917,291,2.2244,2,98100
8710,46,2292,472.0,970,431,2.2888,2,94900
8711,22,1910,326.0,1001,345,4.8173,2,115800
8712,25,3282,566.0,1244,483,4.5313,0,308400
8713,15,4885,988.0,2175,924,3.4031,1,209500
8714,25,3106,715.0,1262,665,1.9487,1,233500
8715,21,2423,560.0,1098,503,2.364,0,173300
8716,20,3306,503.0,1374,460,5.7984,0,297600
8717,14,3732,846.0,1277,775,2.5658,0,208000
8718,25,5024,881.0,1994,838,4.2237,0,262300
8719,18,2405,390.0,872,367,5.2155,1,248300
8720,22,3577,537.8705525375618,1371,501,5.795,1,332300
8721,27,3078,597.0,1411,586,3.25,1,195500
8722,14,2844,602.0,1613,544,3.3571,1,193600
8723,17,2703,550.0,1241,515,2.652,1,171300
8724,15,2411,446.0,1144,407,4.3472,1,261000
8725,17,3308,720.0,1587,632,3.2727,1,176000
8726,29,2375,560.0,1124,502,2.3276,1,166200
8727,19,2398,521.0,1266,471,2.7727,1,186800
